ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0000313,Total organic phosphorus amendment,Sum data type,,TORGP,EcoSimSumDataType.txt,The cumulative mass of organic phosphorus added to soils through manure and organic fertilizer applications across a modeling domain. This integrated measure represents phosphorus inputs from agricultural management practices and is fundamental for understanding phosphorus cycling and verifying mass conservation in agricultural soil biogeochemical models.,,,,Class,,g d-2,Total,Mass,,Phosphorus,Fertilizer,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000314,Total subsurface water flux,Sum data type,,QH2OLoss_lnds,EcoSimSumDataType.txt,The cumulative volume of water lost from a modeling domain through subsurface flow processes including groundwater drainage and lateral flow. This integrated measure represents water losses below the surface and is essential for understanding hydrological cycles and verifying water mass conservation in terrestrial ecosystem models.,,,,Class,,m3 d-2,Total,Flux,,Water,Subsurface,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000315,Total evaporation,Sum data type,,CEVAP,EcoSimSumDataType.txt,The cumulative volume of water lost from a modeling domain through evaporation from soil surfaces and plant transpiration processes. This integrated measure represents the primary water loss mechanism in terrestrial systems and is fundamental for understanding hydrological cycles and water balance in Earth system models.,,,,Class,,m3 d-2,Total,Evaporation,,Water,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000316,Total surface runoff,Sum data type,,CRUN,EcoSimSumDataType.txt,The cumulative volume of water flowing over land surfaces without infiltrating into soil across a modeling domain. This integrated measure represents water transport from terrestrial systems to streams and rivers and is crucial for understanding hydrological cycles and water resource availability in Earth system models.,,,,Class,,m3 d-2,Total,,Runoff,Water,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000317,Total subsurface heat flux,Sum data type,,HeatOut_lnds,EcoSimSumDataType.txt,The cumulative energy flux lost from a modeling domain through subsurface water movement and drainage processes. This integrated measure represents thermal energy transport below the surface and is essential for verifying energy conservation in terrestrial ecosystem models.,,,,Class,,MJ d-2,Total,Heat flux,,,Subsurface,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000318,Total subsurface oxygen flux,Sum data type,,OXYGOU,EcoSimSumDataType.txt,The cumulative mass of dissolved oxygen lost from a modeling domain through subsurface water movement and drainage processes. This integrated measure represents oxygen transport below the surface and is important for verifying mass conservation and understanding redox conditions in terrestrial biogeochemical models.,,,,Class,,g d-2,Total,Flux,,Oxygen,Subsurface,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000319,Total subsurface carbon flux,Sum data type,,TOMOU_lnds,EcoSimSumDataType.txt,The cumulative mass of dissolved organic carbon lost from a modeling domain through subsurface water movement and drainage processes. This integrated measure represents carbon transport below the surface and is crucial for understanding carbon cycling and verifying mass conservation in terrestrial biogeochemical models.,,,,Class,,g d-2,Total,Flux,,Carbon,Subsurface,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000320,Total surface nitrogen flux,Sum data type,,TZIN,EcoSimSumDataType.txt,The cumulative mass of dissolved inorganic nitrogen entering a modeling domain through surface water inputs including precipitation and runoff. This integrated measure represents nitrogen inputs to terrestrial systems and is essential for understanding nitrogen cycling and verifying mass conservation in biogeochemical models.,,,,Class,,g d-2,Total,Flux,,Nitrogen,Surface,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000321,Total surface phosphous flux,Sum data type,,TPIN,EcoSimSumDataType.txt,The cumulative mass of dissolved inorganic phosphorus entering a modeling domain through surface water inputs including precipitation and runoff. This integrated measure represents phosphorus inputs to terrestrial systems and is fundamental for understanding phosphorus cycling and verifying mass conservation in biogeochemical models.,,,,Class,,g d-2,Total,Flux,,Phosphorus,Surface,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000323,Total soil carbon dioxide,Sum data type,,TGasC_lnd,EcoSimSumDataType.txt,The cumulative mass of carbon dioxide stored in soil air spaces across all soil layers in a modeling domain. This integrated measure represents the carbon dioxide pool produced by root and microbial respiration and is essential for understanding soil carbon cycling and verifying mass conservation in biogeochemical models.,,,,Class,,g d-2,Total,,Soil,Carbon dioxide,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000324,Total soil nitrogen,Sum data type,,TGasN_lnd,EcoSimSumDataType.txt,The cumulative mass of nitrogen gas stored in soil air spaces across all soil layers in a modeling domain. This integrated measure represents the nitrogen gas pool produced by denitrification processes and is important for understanding nitrogen cycling and verifying mass conservation in soil biogeochemical models.,,,,Class,,g d-2,Total,,Soil,Nitrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000325,Canopy autotrophic respiration,Plant data rate type,,CanopyGrosRCO2_pft,PlantDataRateType.txt,The rate of carbon dioxide release from plant canopy tissues due to metabolic processes required for cellular maintenance and growth. This flux represents the energy cost of maintaining living canopy biomass and synthesizing new tissue and is essential for modeling plant carbon budgets in terrestrial ecosystem models.,,,,Class,,gC d-2 h-1,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000326,Net ecosystem carbon dioxide exchange,Plant data rate type,,Eco_NEE_col,PlantDataRateType.txt,The net flux of carbon dioxide between an ecosystem and the atmosphere representing the balance between photosynthetic carbon uptake and respiratory carbon release. This integrated measure includes carbon dioxide uptake by plants through photosynthesis minus carbon dioxide release from plant and soil respiration and is fundamental for assessing ecosystem carbon balance in terrestrial models.,,,,Class,,g d-2 h-1,Net,,,,Ecosystem,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000327,Canopy ammonia flux,Plant data rate type,,NH3Dep2Can_pft,PlantDataRateType.txt,The rate of ammonia capture by plant canopy surfaces through dry deposition from the atmosphere. This flux represents atmospheric ammonia inputs to terrestrial ecosystems that are subsequently transferred to soil through litterfall and is important for modeling nitrogen cycling and atmospheric nitrogen deposition effects.,,,,Class,,g d-2 h-1,,Flux,Canopy,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000328,Pft nodule infection,Plant data rate type,,NodulInfectElms_pft,PlantDataRateType.txt,"The initial biomass of root nodule structures established during bacterial infection and colonization events in nitrogen-fixing plants. This measure represents the carbon, nitrogen, and phosphorus content of newly formed symbiotic structures and is essential for modeling biological nitrogen fixation initiation in terrestrial ecosystem models.",,,,Class,,g d-2 h-1,Initial,,Nodule,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000329,Pft cumulative nodule infection,Plant data rate type,,NodulInfectElmsCum_pft,PlantDataRateType.txt,"The cumulative biomass of root nodule structures accumulated over the entire growing season of nitrogen-fixing plants. This integrated measure represents the total carbon, nitrogen, and phosphorus invested in symbiotic structures and is important for understanding the energetic costs of biological nitrogen fixation in terrestrial ecosystem models.",,,,Class,,g d-2,,,Nodule,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000330,Total canopy ammonia flux,Plant data rate type,,NH3Emis_CumYr_pft,PlantDataRateType.txt,The cumulative flux of ammonia captured by plant canopy surfaces through atmospheric deposition over an annual cycle. This integrated measure represents total atmospheric ammonia inputs to plant tissues and is essential for understanding nitrogen inputs and verifying mass conservation in terrestrial ecosystem models.,,,,Class,,g d-2,Total,Flux,Canopy,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000331,Total surface litterfall element,Plant data rate type,,SurfLitrfalStrutElms_CumYr_pft,PlantDataRateType.txt,"The cumulative mass of plant litterfall containing carbon, nitrogen, and phosphorus deposited on soil surfaces over an annual cycle. This integrated measure represents organic matter inputs from plant senescence and is crucial for understanding decomposition processes and verifying mass conservation in terrestrial ecosystem models.",,,,Class,,g d-2,Total,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000332,Root uptake (+ve) - exudation (-ve) of dissolved organic carbon,Plant data rate type,,RootMycoExudEUptk_pvr,PlantDataRateType.txt,The net flux of dissolved organic carbon between plant roots and soil with positive values indicating root uptake and negative values indicating root exudation. This bidirectional process represents carbon exchange between plants and soil organic matter pools and is fundamental for understanding rhizosphere carbon dynamics in terrestrial ecosystem models.,,,,Class,,g d-2 h-1,,Uptake,Root,Dissolved organic carbon,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000333,Root uptake of ammonium non-band,Plant data rate type,,RootNutUptake_pvr,PlantDataRateType.txt,The rate of ammonium absorption by plant roots from non-fertilized soil areas excluding banded fertilizer zones. This process represents nutrient acquisition from background soil solution and is essential for modeling plant nitrogen nutrition and competition in terrestrial ecosystem models.,,,,Class,,g d-2 h-1,,,Root,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000334,Root nitrogen fixation,Plant data rate type,,RootN2Fix_pvr,PlantDataRateType.txt,The rate of atmospheric nitrogen conversion to ammonia by symbiotic bacteria in root nodules of nitrogen-fixing plants. This biological process represents an important nitrogen input to terrestrial ecosystems and is crucial for modeling nitrogen cycling and plant nutrition in nutrient-limited environments.,,,,Class,,gN d-2 h-1,,Fixation,Root,Nitrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000335,Vertical profile of root nitrogen fixation,Plant data rate type,,RootN2Fix_vr,PlantDataRateType.txt,The cumulative rate of atmospheric nitrogen fixation by all nitrogen-fixing plants summed across all vertical soil layers. This vertically integrated measure represents the total biological nitrogen input to soil profiles and is important for understanding nitrogen cycling in terrestrial ecosystem models.,,,,Class,,gN d-2 h-1,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000337,Aqueous gas flux from roots to soil water,Plant data rate type,,RootUptkSoiSol_pvr,PlantDataRateType.txt,"The rate of dissolved gas exchange between plant roots and soil water including nitrogen, oxygen, argon, carbon dioxide, methane, ammonia and hydrogen. This process represents root-mediated gas transport through plant tissues and is important for modeling soil-atmosphere gas exchange and root metabolism in terrestrial systems.",,,,Class,,g d-2 h-1,,Flux,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000338,Root uptake of dihydrogen phosphate non-band,Plant data rate type,,RootH2PO4DmndSoil_pvr,PlantDataRateType.txt,The rate of dihydrogen phosphate absorption by plant roots from non-fertilized soil areas excluding banded fertilizer zones. This process represents phosphorus acquisition from background soil solution and is essential for modeling plant phosphorus nutrition and competition in terrestrial ecosystem models.,,,,Class,,g d-2 h-1,,Uptake,Root,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
